"","Date","X2m_temperature","X2m_temperature_UC","volumetric_soil_water_layer_1","volumetric_soil_water_layer_1_UC","total_precipitation","total_precipitation_UC"
"X32","2000-08-01",279.937805175781,1.42489972290759,0.403676450252533,0.0460165825619796,0.199653595685959,0.106631961611983
"X33","2000-09-01",280.778076171875,0.985063066735328,0.398711711168289,0.0357720850296233,0.148641094565392,0.0966995267691795
"X34","2000-10-01",281.032836914062,1.53740257906934,0.412464320659637,0.0293246365095947,0.252670437097549,0.0717867150411407
"X35","2000-11-01",282.224639892578,1.03731562782491,0.407850831747055,0.0576450693074228,0.339977562427521,0.119287756932602
"X36","2000-12-01",281.994873046875,1.13178403870877,0.416293263435364,0.0493706332125637,0.333592087030411,0.0887937398361072
"X37","2001-01-01",281.217163085938,1.09395837184524,0.421158492565155,0.0568468716107481,0.520913660526276,0.0940866663961535
"X38","2001-02-01",281.313659667969,0.88984468136119,0.413734763860703,0.0559438843966472,0.44037738442421,0.100260753999505
"X39","2001-03-01",281.23876953125,0.786100785246055,0.415649235248566,0.0414312657379172,0.336361974477768,0.0994031024888143
"X40","2001-04-01",281.074645996094,0.973430931829818,0.387681543827057,0.0493935066292319,0.149948120117188,0.111455081528393
"X41","2001-05-01",280.780609130859,0.714976280031248,0.405222088098526,0.0592634306871212,0.202698171138763,0.12495477510962
"X42","2001-06-01",279.194061279297,1.14015849090634,0.386018812656403,0.04553346776616,0.0951191559433937,0.0848034151675266
"X43","2001-07-01",279.436187744141,1.00501983360454,0.400555938482285,0.0531910685819388,0.176441565155983,0.11384748475407
"X44","2001-08-01",279.068084716797,1.28147665201107,0.384637117385864,0.040589909081704,0.157212659716606,0.114449678553662
"X45","2001-09-01",280.675689697266,0.519203444488824,0.395919024944305,0.0393075580314109,0.206372112035751,0.100542354612614
"X46","2001-10-01",281.755554199219,1.04367464801481,0.406229108572006,0.0475143301958665,0.232846349477768,0.103470598525171
"X47","2001-11-01",282.308227539062,1.2472026260538,0.411123603582382,0.0421577219583584,0.343123316764832,0.106563674088927
"X48","2001-12-01",282.072021484375,1.15994006093601,0.413957238197327,0.0547096446635716,0.359734237194061,0.0973579584927901
"X49","2002-01-01",282.251007080078,0.62477204082934,0.414226561784744,0.0561815935324751,0.388028204441071,0.117698679396069
"X50","2002-02-01",282.086334228516,1.23174690068503,0.420637428760529,0.0462720611241883,0.452224880456924,0.10621298662707
"X51","2002-03-01",281.903961181641,1.09443414714817,0.413670361042023,0.0498290260074875,0.356872797012329,0.110453868767965
"X52","2002-04-01",281.453094482422,0.553367376070848,0.399185925722122,0.0624356936119787,0.210448279976845,0.0932215818657914
"X53","2002-05-01",281.025238037109,1.27152045398227,0.39545065164566,0.0423656911808335,0.170329511165619,0.113189262594627
"X54","2002-06-01",279.620513916016,1.20643835076891,0.396428406238556,0.0400834332254571,0.170218229293823,0.0720745144425565
"X55","2002-07-01",278.953338623047,1.19662498346198,0.410549849271774,0.0400913391564803,0.263749957084656,0.11241602369042
"X56","2002-08-01",279.567199707031,1.50578029126392,0.398506790399551,0.0354301345058904,0.202606603503227,0.102356295740953
"X57","2002-09-01",280.515747070312,0.940331664345962,0.408682197332382,0.032346980553211,0.246801555156708,0.0824268638410812
"X58","2002-10-01",281.476104736328,1.32568172320052,0.399355739355087,0.0387632727794851,0.245711401104927,0.085999955403796
"X59","2002-11-01",281.913208007812,1.65123305744476,0.406919956207275,0.0348656767615218,0.226664364337921,0.0771668283578945
"X60","2002-12-01",282.548950195312,1.03542454947286,0.419308423995972,0.0542646233762688,0.404349893331528,0.0993804285258367
"X61","2003-01-01",282.295349121094,1.01337182568183,0.415959537029266,0.0528320056017832,0.445554673671722,0.101091763306863
"X62","2003-02-01",282.139343261719,1.20002625259932,0.414045065641403,0.0540348743994419,0.395385891199112,0.0958316361067099
"X63","2003-03-01",281.795928955078,0.733007277537839,0.415344804525375,0.0403261299198609,0.341970384120941,0.0993421415686533
"X64","2003-04-01",281.447784423828,0.962703352718496,0.401949346065521,0.0520868622813658,0.237497240304947,0.0895908584801998
"X65","2003-05-01",280.780609130859,1.01202152360477,0.382623106241226,0.0535167171685315,0.153801813721657,0.125273750007903
"X66","2003-06-01",280.234924316406,0.786749622682469,0.392540901899338,0.0527778728163516,0.135282754898071,0.0780997128839516
"X67","2003-07-01",278.924438476562,0.910073444518045,0.39508181810379,0.0578697351712597,0.181615054607391,0.125874395014516
"X68","2003-08-01",279.671295166016,1.05389254311855,0.402160108089447,0.0537626257336388,0.226528286933899,0.117358137412578
"X69","2003-09-01",280.175994873047,0.898848472351138,0.400497376918793,0.0337963520755108,0.1949632614851,0.101706324680207
"X70","2003-10-01",281.568145751953,1.09848381402103,0.40450781583786,0.0415240237916393,0.230831891298294,0.108438963216269
"X71","2003-11-01",281.957550048828,1.11510822800915,0.405649483203888,0.0471293323016138,0.265476644039154,0.110048907347128
"X72","2003-12-01",282.183380126953,1.16670953549537,0.415362358093262,0.0369471594150047,0.403502881526947,0.0691327567611849
"X73","2004-01-01",281.985046386719,1.23834765128289,0.417347103357315,0.06336431695625,0.441457092761993,0.117634418340441
"X74","2004-02-01",281.805206298828,0.815246666694404,0.414378792047501,0.0531215064572331,0.376892238855362,0.111708837901643
"X75","2004-03-01",282.166839599609,0.877901637528922,0.402938783168793,0.0372554708289335,0.242598161101341,0.103862029351421
"X76","2004-04-01",281.843627929688,1.44411563674827,0.400538355112076,0.0405513872671556,0.19706779718399,0.103714197763947
"X77","2004-05-01",280.701782226562,0.735247997666316,0.393518626689911,0.0579321240131282,0.156228318810463,0.10387196666367
"X78","2004-06-01",279.340515136719,1.24564218619031,0.400579363107681,0.0445699141990159,0.200324311852455,0.0791189033418188
"X79","2004-07-01",279.009185791016,0.981346222270376,0.396674275398254,0.0431991917221229,0.175090968608856,0.112998691457051
"X80","2004-08-01",279.302337646484,1.37949165088237,0.397728115320206,0.0403694880377292,0.194296970963478,0.116298160706169
"X81","2004-09-01",280.250915527344,0.826311757911409,0.397693008184433,0.0376192620927218,0.171658173203468,0.0936240793935582
"X82","2004-10-01",281.557189941406,1.47104147964704,0.41156855225563,0.0271015910847529,0.289663195610046,0.0800914199048789
"X83","2004-11-01",281.978851318359,1.24097369461849,0.415256977081299,0.0461465568107367,0.365586578845978,0.106398392579071
"X84","2004-12-01",282.170501708984,1.55754878813408,0.41487643122673,0.0318752242534619,0.338811367750168,0.0646260800313784
"X85","2005-01-01",282.590209960938,1.07256812440443,0.412950247526169,0.060179754433624,0.353141486644745,0.0977658258404563
"X86","2005-02-01",282.191528320312,1.20443163216222,0.414384633302689,0.0485867085632742,0.256937772035599,0.0980650611700746
"X87","2005-03-01",282.080413818359,0.809613946915486,0.411223113536835,0.0449497654107886,0.329219788312912,0.0939707719207715
"X88","2005-04-01",281.885162353516,0.825309195952226,0.39738854765892,0.0519894761414376,0.171126499772072,0.0930656634963806
"X89","2005-05-01",281.401214599609,1.19499681888368,0.393746972084045,0.0558358234033599,0.171565666794777,0.115032951958251
"X90","2005-06-01",280.105590820312,0.930979914403827,0.393635720014572,0.051253258498505,0.142726212739944,0.0870867037851843
"X91","2005-07-01",279.710571289062,0.861142864256592,0.381633669137955,0.0661638780363247,0.126309052109718,0.149459845926744
"X92","2005-08-01",280.006561279297,0.993930247505966,0.384449750185013,0.0540078558724759,0.124866887927055,0.127757881817816
"X93","2005-09-01",280.333404541016,0.844864902695799,0.407569825649261,0.0350418213275851,0.252450585365295,0.0952963255917539
"X94","2005-10-01",281.408203125,1.06795035387735,0.416609406471252,0.0544150173821548,0.351149916648865,0.112219778242263
"X95","2005-11-01",282.247650146484,1.14431648979471,0.403617918491364,0.0379493125634103,0.192216277122498,0.110999635363643
"X96","2005-12-01",282.038909912109,1.11266164756171,0.416708946228027,0.0461252135349553,0.334896892309189,0.0822680067797674
"X97","2006-01-01",281.668579101562,0.825952616552424,0.418968856334686,0.0469942107841302,0.514252245426178,0.112980643756155
"X98","2006-02-01",282.079864501953,1.43244208953379,0.411773473024368,0.0588555284928486,0.345432072877884,0.103290187073238
"X99","2006-03-01",282.088836669922,0.560615213699957,0.412019371986389,0.0328159445846143,0.258507788181305,0.0897257873915264
"X100","2006-04-01",281.240997314453,0.702478447069847,0.403881371021271,0.0524867321515942,0.175978034734726,0.103178246862519
"X101","2006-05-01",280.050872802734,1.55450985557597,0.371112823486328,0.0403136033883885,0.101952448487282,0.0999769571309118
"X102","2006-06-01",280.066589355469,1.02248606273957,0.397786676883698,0.0572283262573864,0.156505450606346,0.0944149901326799
"X103","2006-07-01",279.235015869141,1.06378733141463,0.366956025362015,0.0473224637826928,0.0971681103110313,0.0844614223732125
"X104","2006-08-01",280.01806640625,1.09642831207329,0.39289802312851,0.0431147872387297,0.199745163321495,0.108538764907258
"X105","2006-09-01",280.702331542969,1.01668454852576,0.405198663473129,0.0366980610612176,0.213527575135231,0.102187445792109
"X106","2006-10-01",282.091094970703,1.29364577093165,0.414103627204895,0.0406951092158864,0.326266795396805,0.0844077329321258
"X107","2006-11-01",281.917144775391,1.61813149842467,0.411644667387009,0.0352085828383765,0.320925891399384,0.0868209139309799
"X108","2006-12-01",282.463958740234,1.21748742673973,0.418032109737396,0.0447604980806745,0.458900451660156,0.0903215050184399
"X109","2007-01-01",282.850280761719,1.36686403255531,0.418828338384628,0.0386175951156691,0.473985999822617,0.0915705988482922
"X110","2007-02-01",282.342468261719,1.15559689318334,0.416931420564651,0.0593997710457795,0.302322119474411,0.0869099994155118
"X111","2007-03-01",281.937622070312,0.945232748297609,0.418014526367188,0.0430745164683317,0.400000482797623,0.103258663557214
"X112","2007-04-01",281.715698242188,1.02604616758405,0.407862544059753,0.0524017749141113,0.206305652856827,0.0864254932405508
"X113","2007-05-01",280.870666503906,0.943572116525145,0.39764615893364,0.0528328015720015,0.209954798221588,0.114128577634726
"X114","2007-06-01",280.013854980469,1.07825487339083,0.350481003522873,0.0470209207702612,0.0570601038634777,0.0853233659094174
"X115","2007-07-01",279.557952880859,0.903297352404531,0.386861890554428,0.050764904008339,0.152153626084328,0.0913778506288993
"X116","2007-08-01",279.961090087891,0.942947654155418,0.378887832164764,0.069387257202857,0.108568102121353,0.143480095976045
"X117","2007-09-01",280.346588134766,0.633882864424165,0.398471683263779,0.0479807065046114,0.191573828458786,0.112721075829298
"X118","2007-10-01",281.290374755859,1.05136074783319,0.403688162565231,0.0450305988706589,0.297675222158432,0.102385687294737
"X119","2007-11-01",282.100341796875,1.15392776860693,0.410860121250153,0.0570662952084394,0.298086017370224,0.123578581068548
"X120","2007-12-01",282.026000976562,1.11469314049519,0.418652683496475,0.0364785231326923,0.420167952775955,0.0822000485046464
"X121","2008-01-01",281.995971679688,0.954499541881756,0.418646842241287,0.0475903012914851,0.547010064125061,0.108770162548755
"X122","2008-02-01",281.715423583984,0.937583706731509,0.414290964603424,0.045536610616962,0.362094700336456,0.0985448862531448
"X123","2008-03-01",281.304412841797,1.00113491253147,0.412118881940842,0.0442400910441385,0.322627037763596,0.0997714854597256
"X124","2008-04-01",281.120635986328,0.780251098735304,0.406937509775162,0.0500590823991955,0.220926716923714,0.109796361269801
"X125","2008-05-01",280.364532470703,0.683771220353709,0.390439063310623,0.0533371835773818,0.141943991184235,0.123374350995841
"X126","2008-06-01",279.99755859375,1.1768901720439,0.388436794281006,0.0420045930589551,0.122987776994705,0.0868072351159293
"X127","2008-07-01",279.557647705078,1.41716654663141,0.388032793998718,0.0592077795591044,0.118960872292519,0.124851995971748
"X128","2008-08-01",280.305633544922,1.3036927660042,0.391797363758087,0.0467678806282566,0.137159660458565,0.0936278926708776
"X129","2008-09-01",280.63134765625,0.725064418700262,0.406252503395081,0.0430320728347579,0.24717815220356,0.109298924108526
"X130","2008-10-01",281.685699462891,1.07973594278908,0.408992499113083,0.0467485041309245,0.289869219064713,0.0996404182162005
"X131","2008-11-01",282.225463867188,1.46121575847111,0.409431606531143,0.0396015118763007,0.301586210727692,0.106194005042636
"X132","2008-12-01",281.965393066406,1.50398060848764,0.413646966218948,0.0283197859022618,0.350852310657501,0.0732463583374066
"X133","2009-01-01",281.751068115234,1.2501962165675,0.416954845190048,0.0495112703781483,0.406387239694595,0.106183002805079
"X134","2009-02-01",282.041717529297,1.47663770897043,0.416644543409348,0.0413801280388547,0.435187637805939,0.0905356830664846
"X135","2009-03-01",281.647796630859,0.874806030923283,0.409414023160934,0.0457415692610368,0.380176395177841,0.08664763902349
"X136","2009-04-01",281.402313232422,0.995854952264458,0.407306343317032,0.0537778755806806,0.213261738419533,0.0837243331216022
"X137","2009-05-01",280.990753173828,1.1551777937921,0.39995875954628,0.0540560647152983,0.193816259503365,0.100903666159113
"X138","2009-06-01",280.334228515625,0.912632891939297,0.38053297996521,0.0525053627440982,0.099283941090107,0.0922390919569399
"X139","2009-07-01",280.013549804688,0.869785066373037,0.398729264736176,0.0529053851425424,0.169505417346954,0.115071629732458
"X140","2009-08-01",280.433837890625,0.91125141808874,0.39852437376976,0.0586006895716948,0.171588554978371,0.100414197965691
"X141","2009-09-01",281.364715576172,0.708503466047166,0.400093406438828,0.0442752534957093,0.211777478456497,0.12251265179759
"X142","2009-10-01",282.132904052734,0.579488916133933,0.404660046100616,0.0636333948177841,0.185987338423729,0.122257782357608
"X143","2009-11-01",282.934448242188,1.05451330789206,0.415040373802185,0.0523106872589995,0.321147412061691,0.124205445821499
"X144","2009-12-01",282.639007568359,1.14961926452898,0.416164457798004,0.0526701372269028,0.463730573654175,0.11711449817437
"X145","2010-01-01",282.536346435547,1.07628529284746,0.421398520469666,0.0390933613164092,0.634570240974426,0.0932708247526683
"X146","2010-02-01",283.087615966797,1.06542410833524,0.419156193733215,0.0507477976097882,0.555730164051056,0.11521848879108
"X147","2010-03-01",282.928558349609,0.687597730341893,0.41156268119812,0.0271843111582736,0.334896892309189,0.0994912868542829
"X148","2010-04-01",282.255767822266,1.20293150591009,0.398963451385498,0.0428082125485779,0.171768948435783,0.0892544159024398
"X149","2010-05-01",281.704467773438,0.949396929830141,0.400585204362869,0.0549892975334633,0.242964416742325,0.125890373156512
"X150","2010-06-01",280.682678222656,0.765879676328065,0.366833090782166,0.0478769369080014,0.0729660391807556,0.0928359845390334
"X151","2010-07-01",280.613403320312,1.1014674088736,0.363706678152084,0.0434176268302629,0.0966187119483948,0.104840758650072
"X152","2010-08-01",280.305908203125,1.33826707832973,0.339199066162109,0.0643823536809807,0.103760875761509,0.13528580249516
"X153","2010-09-01",281.173950195312,0.827417632756339,0.389004677534103,0.0418541173695855,0.169088423252106,0.0871641381841822
"X154","2010-10-01",281.672485351562,1.17237291363437,0.407891809940338,0.0491833546350045,0.232251167297363,0.108785408917971
"X155","2010-11-01",282.157867431641,1.20330023138411,0.410977214574814,0.0385461031448991,0.262729644775391,0.103109220281335
"X156","2010-12-01",282.190399169922,1.35171226245649,0.415789753198624,0.0355203816852904,0.348242670297623,0.0778792979631613
"X157","2011-01-01",281.939880371094,1.43729103464294,0.418488770723343,0.0334760561398841,0.425867944955826,0.0877561626937314
"X158","2011-02-01",281.399230957031,1.36897384225105,0.423014402389526,0.0510706455214325,0.511317551136017,0.0964835213348564
"X159","2011-03-01",281.54541015625,1.04592118783656,0.415725350379944,0.0336061994782803,0.378276407718658,0.100046076527377
"X160","2011-04-01",281.456176757812,1.51269268250529,0.404718607664108,0.0323088493741328,0.199482500553131,0.0751477881907975
"X161","2011-05-01",280.782836914062,1.03498201903284,0.388887584209442,0.0506959022905078,0.137228325009346,0.114486565660041
"X162","2011-06-01",280.159454345703,1.1093025370223,0.379976809024811,0.0481503497926776,0.117648877203465,0.08626197090427
"X163","2011-07-01",279.51025390625,1.16405796044184,0.392283290624619,0.0501035377292565,0.140707850456238,0.0928467013658881
"X164","2011-08-01",280.178527832031,0.912286464954079,0.367670297622681,0.0549410416795414,0.0889042615890503,0.113059947083824
"X165","2011-09-01",280.447875976562,0.816735500911518,0.398249179124832,0.0417904309897638,0.226332068443298,0.0911918284466516
"X166","2011-10-01",281.671661376953,0.943147154343116,0.412154018878937,0.053112478997477,0.287786096334457,0.124753622284757
"X167","2011-11-01",282.105682373047,0.735598461934998,0.413254678249359,0.0606361919077085,0.273230224847794,0.128583795423255
"X168","2011-12-01",281.990356445312,1.12925048590212,0.415233552455902,0.0476507243699666,0.340093284845352,0.089972342997193
"X169","2012-01-01",281.919952392578,0.988220860529724,0.416123479604721,0.0550822721217379,0.369852304458618,0.119831566052587
"X170","2012-02-01",281.359130859375,1.18925139089809,0.42162099480629,0.0384710216715486,0.536945581436157,0.106423348674154
"X171","2012-03-01",281.289825439453,0.485803429001941,0.416322529315948,0.0395382311758063,0.370447486639023,0.112089726258919
"X172","2012-04-01",281.370910644531,1.04187434723446,0.410789877176285,0.045069477571356,0.258985757827759,0.0970647117123738
"X173","2012-05-01",280.627990722656,1.23758609722968,0.403336882591248,0.0427644590300038,0.186170473694801,0.112677858828902
"X174","2012-06-01",279.649963378906,1.13398392301388,0.38953161239624,0.0559463495133468,0.149128451943398,0.0873461976394958
"X175","2012-07-01",279.522308349609,0.702177751017963,0.381393611431122,0.053213510303775,0.124958455562592,0.110374525237396
"X176","2012-08-01",279.676605224609,1.23089009493926,0.372406721115112,0.0453490216598277,0.114359669387341,0.108412824540287
"X177","2012-09-01",280.455718994141,1.10166453536846,0.371259212493896,0.0455955346744468,0.140621662139893,0.106923787256426
"X178","2012-10-01",281.709259033203,0.594450491931773,0.402856826782227,0.0578482301051668,0.247634291648865,0.096458062839188
"X179","2012-11-01",282.557098388672,1.27344618162461,0.411814451217651,0.0489914892695537,0.280252754688263,0.112579871215865
"X180","2012-12-01",281.931182861328,1.25970886761394,0.420426666736603,0.0355419240860522,0.560332953929901,0.073428381968559
"X181","2013-01-01",282.075653076172,1.17717332132029,0.415052086114883,0.0428284005283923,0.350417375564575,0.107153700638426
"X182","2013-02-01",282.093627929688,1.56946422937681,0.419706523418427,0.0316364713001291,0.400492906570435,0.0840964373195476
"X183","2013-03-01",282.276245117188,0.864102858417539,0.413576692342758,0.0436726160256121,0.341077625751495,0.108234774593157
"X184","2013-04-01",281.701110839844,1.29575804701181,0.400017291307449,0.0441610647122822,0.19104215502739,0.0969507999642084
"X185","2013-05-01",281.092864990234,1.67332671363492,0.39638739824295,0.0381696813575821,0.193610236048698,0.0899551058957157
"X186","2013-06-01",280.192565917969,1.07939871182542,0.409197419881821,0.050301937522713,0.216429620981216,0.0917769374907509
"X187","2013-07-01",279.234466552734,1.05143078252273,0.387704938650131,0.0537775644783235,0.128460869193077,0.102983124065828
"X188","2013-08-01",279.769775390625,1.19909034019766,0.387505888938904,0.0584062488846191,0.175937950611115,0.109918054770335
"X189","2013-09-01",280.602172851562,0.749358376560631,0.398811250925064,0.0403920133654614,0.189646512269974,0.0948220384870635
"X190","2013-10-01",281.665771484375,0.898310908691671,0.416228860616684,0.0501897257253533,0.321322202682495,0.0926560278716482
"X191","2013-11-01",281.976898193359,1.05381049859487,0.415731221437454,0.0614273019336128,0.433618783950806,0.134513509356065
"X192","2013-12-01",282.290557861328,0.83039246939422,0.419560164213181,0.0532080056708409,0.412407696247101,0.0825056034806574
"X193","2014-01-01",281.746002197266,0.922939622081952,0.422698259353638,0.0529806356127105,0.624040126800537,0.128003853775391
"X194","2014-02-01",282.010009765625,0.96910879691252,0.420883327722549,0.0573495742677162,0.49645134806633,0.114073013486024
"X195","2014-03-01",281.995147705078,0.913704056079294,0.413225412368774,0.0325405093479231,0.325007766485214,0.104037534286267
"X196","2014-04-01",281.696899414062,1.11607164730806,0.402692884206772,0.0423581723083697,0.201675653457642,0.10894267455681
"X197","2014-05-01",281.291229248047,1.04662786201111,0.40444341301918,0.051572342556487,0.247313812375069,0.113564489590894
"X198","2014-06-01",280.820159912109,1.11933816304109,0.387377083301544,0.038800283100344,0.163084924221039,0.0742550181267485
"X199","2014-07-01",279.522583007812,1.27979149844138,0.397113382816315,0.0619230018376472,0.199859619140625,0.117610125710125
"X200","2014-08-01",279.571411132812,0.742755500047913,0.3872190117836,0.0591393099464669,0.17300783097744,0.117391835988411
"X201","2014-09-01",280.85888671875,0.824453132790544,0.406597942113876,0.0396493557055242,0.213150963187218,0.103699186850049
"X202","2014-10-01",281.441040039062,1.39658782186436,0.396627455949783,0.0417197355507302,0.176349997520447,0.0972773807513968
"X203","2014-11-01",282.195739746094,0.684527472794034,0.409624814987183,0.0578563401038081,0.359693825244904,0.102156629981458
"X204","2014-12-01",282.358184814453,1.19857049002697,0.419893890619278,0.0416804004825269,0.470460683107376,0.0855379143023191
"X205","2015-01-01",281.566162109375,0.997518667513447,0.419513314962387,0.0448654744730041,0.449698060750961,0.112486230895395
"X206","2015-02-01",281.836608886719,1.3189872871943,0.415303826332092,0.0419252157198233,0.451645940542221,0.11111432455218
"X207","2015-03-01",281.958953857422,0.87762338745664,0.412686794996262,0.0342194417603649,0.293051153421402,0.0949917048785469
"X208","2015-04-01",281.450286865234,1.56878108404002,0.408980786800385,0.0232027873998725,0.22597761452198,0.0649411563571732
"X209","2015-05-01",280.903503417969,1.27223264169514,0.412411630153656,0.0437762990865304,0.300284862518311,0.100042866934658
"X210","2015-06-01",280.469757080078,1.50360575704549,0.394525617361069,0.0313745990053934,0.120395861566067,0.0716907114443808
"X211","2015-07-01",280.115417480469,1.08687534374227,0.38628226518631,0.0553334529178125,0.127613872289658,0.0970780821001955
"X212","2015-08-01",280.365112304688,1.19554139740938,0.383993089199066,0.053284529379121,0.168475300073624,0.114749936187306
"X213","2015-09-01",281.512847900391,0.84789501585976,0.394543200731277,0.0407406321300924,0.202118709683418,0.0855616617853009
"X214","2015-10-01",282.054626464844,0.856168552461746,0.40008756518364,0.0500980462407216,0.186078906059265,0.09276266690676
"X215","2015-11-01",282.590209960938,1.19051823457956,0.404987901449203,0.0499349314099204,0.34631335735321,0.10468160407181
"X216","2015-12-01",282.317779541016,0.944755335757537,0.416451334953308,0.0503703863816002,0.377314954996109,0.0870813585142166
"X217","2016-01-01",283.204620361328,0.956201040378785,0.415901005268097,0.0609233866478395,0.417375177145004,0.132114118840123
"X218","2016-02-01",282.864593505859,1.0370545906858,0.419039100408554,0.0561919031421885,0.54086446762085,0.120113391530575
"X219","2016-03-01",282.853088378906,0.923534290491516,0.410380065441132,0.0357906822543416,0.308754742145538,0.101113486180966
"X220","2016-04-01",282.501831054688,1.04764217703402,0.402581632137299,0.0530829446000044,0.184219002723694,0.114001726181274
"X221","2016-05-01",281.408203125,1.05385940298551,0.391451925039291,0.0424221392880083,0.170741572976112,0.115817234837092
"X222","2016-06-01",280.254272460938,1.05014488015742,0.375328183174133,0.0437350464100621,0.133333280682564,0.084341585582152
"X223","2016-07-01",280.022552490234,0.8023962348477,0.364649295806885,0.0478864105506199,0.0964813604950905,0.105985165750346
"X224","2016-08-01",280.372680664062,1.44755501342828,0.37766420841217,0.0609179655033115,0.166666865348816,0.114799198135734
"X225","2016-09-01",280.812866210938,0.560080775352223,0.385614842176437,0.0386564780806925,0.139757692813873,0.100717339516579
"X226","2016-10-01",281.570098876953,0.727943762457306,0.412505298852921,0.0545032452741435,0.295637875795364,0.120388366866968
"X227","2016-11-01",282.267852783203,1.59259144013628,0.407657623291016,0.0359813813012371,0.265609562397003,0.0986860882746225
"X228","2016-12-01",282.442077636719,1.04551101003383,0.419583588838577,0.0565038121519201,0.47737392783165,0.0910469807138319
"X229","2017-01-01",282.007202148438,1.1625213869548,0.417358815670013,0.0469104364170949,0.421404093503952,0.0931647123536806
"X230","2017-02-01",282.298706054688,1.22417567003001,0.418324828147888,0.0376145570574214,0.407481491565704,0.0960503445876746
"X231","2017-03-01",281.995971679688,1.01611004917035,0.415461897850037,0.036774406539874,0.417443841695786,0.107894392707485
"X232","2017-04-01",282.036376953125,1.32609555553178,0.41537407040596,0.0410782694423173,0.349702775478363,0.0865870540222045
"X233","2017-05-01",281.714569091797,1.62360774547989,0.414232432842255,0.0290737538921548,0.312669217586517,0.0881703716008084
